,LHC,orthogonal,orthogonal+,random,intelligent random,intelligent LHC
43,1.570909090909091,1.5114049586776859,1.5471074380165288,1.5530578512396693,1.4801652892561983,1.6006611570247933
44,1.570909090909091,1.5530578512396693,1.535206611570248,1.4221487603305787,1.5456198347107437,1.5396694214876032
45,1.5471074380165288,1.5292561983471076,1.5649586776859503,1.5441322314049586,1.630413223140496,1.5396694214876032
46,1.4995041322314049,1.5917355371900825,1.5590082644628098,1.6393388429752065,1.5664462809917354,1.5426446280991735
47,1.4846280991735537,1.5887603305785125,1.5530578512396693,1.5887603305785125,1.5798347107438016,1.5798347107438016
48,1.5649586776859503,1.5441322314049586,1.526280991735537,1.4578512396694214,1.5872727272727272,1.5054545454545454
49,1.526280991735537,1.4965289256198349,1.5560330578512398,1.5679338842975206,1.4935537190082644,1.526280991735537
50,1.5441322314049586,1.5798347107438016,1.5471074380165288,1.5768595041322315,1.5233057851239669,1.5307438016528925
51,1.573884297520661,1.5649586776859503,1.5649586776859503,1.523305785123967,1.5233057851239669,1.6006611570247933
52,1.6066115702479338,1.5173553719008264,1.582809917355372,1.463801652892562,1.5515702479338842,1.6006611570247933
53,1.526280991735537,1.535206611570248,1.5471074380165288,1.6006611570247933,1.5456198347107437,1.56198347107438
54,1.4548760330578514,1.5411570247933883,1.5471074380165288,1.4548760330578514,1.5322314049586776,1.5530578512396693
55,1.5441322314049586,1.5471074380165288,1.5530578512396693,1.4995041322314049,1.5069421487603305,1.5352066115702478
56,1.5560330578512398,1.570909090909091,1.5679338842975206,1.585785123966942,1.5233057851239669,1.5709090909090908
57,1.4548760330578514,1.5768595041322315,1.5411570247933883,1.5649586776859503,1.5530578512396693,1.5143801652892561
58,1.5411570247933883,1.5590082644628098,1.538181818181818,1.5292561983471076,1.5039669421487603,1.5694214876033057
59,1.573884297520661,1.5679338842975206,1.523305785123967,1.5441322314049586,1.5352066115702478,1.5396694214876032
60,1.5619834710743803,1.5322314049586776,1.5411570247933883,1.5441322314049586,1.618512396694215,1.585785123966942
61,1.570909090909091,1.5590082644628098,1.4995041322314049,1.526280991735537,1.5932231404958677,1.4965289256198346
62,1.4995041322314049,1.5441322314049586,1.5054545454545454,1.4548760330578514,1.5694214876033057,1.6259504132231406
63,1.5798347107438016,1.5292561983471076,1.5322314049586776,1.523305785123967,1.5158677685950412,1.512892561983471
64,1.5798347107438016,1.5411570247933883,1.5441322314049586,1.6006611570247933,1.5411570247933883,1.4831404958677685
65,1.5471074380165288,1.523305785123967,1.5441322314049586,1.4548760330578514,1.4905785123966941,1.5828099173553718
66,1.5768595041322315,1.5114049586776859,1.5441322314049586,1.6036363636363637,1.5114049586776859,1.5560330578512396
67,1.5649586776859503,1.5173553719008264,1.5530578512396693,1.5471074380165288,1.5322314049586776,1.572396694214876
68,1.5114049586776859,1.5560330578512398,1.5441322314049586,1.6363636363636365,1.4965289256198346,1.5902479338842974
69,1.6244628099173555,1.5203305785123966,1.5560330578512398,1.4667768595041322,1.5694214876033057,1.6140495867768596
70,1.5976859504132233,1.5887603305785125,1.5322314049586776,1.5917355371900825,1.5426446280991735,1.524793388429752
71,1.4995041322314049,1.5471074380165288,1.538181818181818,1.5649586776859503,1.5887603305785123,1.5411570247933883
72,1.526280991735537,1.573884297520661,1.526280991735537,1.633388429752066,1.4995041322314049,1.5069421487603305
73,1.5947107438016528,1.5679338842975206,1.5530578512396693,1.4727272727272727,1.538181818181818,1.5560330578512396
74,1.570909090909091,1.5947107438016528,1.5590082644628098,1.6363636363636365,1.5322314049586776,1.5679338842975206
75,1.535206611570248,1.5173553719008264,1.573884297520661,1.645289256198347,1.5173553719008264,1.5560330578512396
76,1.4935537190082644,1.5590082644628098,1.523305785123967,1.5560330578512398,1.560495867768595,1.489090909090909
77,1.5679338842975206,1.5114049586776859,1.538181818181818,1.4310743801652892,1.5441322314049586,1.6259504132231406
78,1.5471074380165288,1.526280991735537,1.5203305785123966,1.5441322314049586,1.5069421487603305,1.6006611570247933
79,1.6125619834710743,1.5947107438016528,1.526280991735537,1.5947107438016528,1.5634710743801652,1.6006611570247933
80,1.4816528925619836,1.573884297520661,1.5292561983471076,1.6155371900826447,1.5307438016528925,1.5337190082644627
81,1.5143801652892561,1.5947107438016528,1.5441322314049586,1.7404958677685949,1.5530578512396693,1.548595041322314
82,1.5471074380165288,1.582809917355372,1.5322314049586776,1.6274380165289255,1.5114049586776859,1.5411570247933883
83,1.5084297520661158,1.5054545454545454,1.535206611570248,1.6542148760330577,1.5828099173553718,1.5471074380165288
84,1.5114049586776859,1.5441322314049586,1.5203305785123966,1.5143801652892561,1.512892561983471,1.5634710743801652
85,1.463801652892562,1.5143801652892561,1.5500826446280993,1.5500826446280993,1.5515702479338842,1.5515702479338842
86,1.6066115702479338,1.5411570247933883,1.5679338842975206,1.538181818181818,1.5084297520661156,1.5471074380165288
87,1.585785123966942,1.4995041322314049,1.5411570247933883,1.5798347107438016,1.5694214876033057,1.5530578512396693
88,1.5947107438016528,1.6036363636363637,1.5441322314049586,1.404297520661157,1.4861157024793388,1.5575206611570247
89,1.582809917355372,1.5322314049586776,1.538181818181818,1.4995041322314049,1.573884297520661,1.5337190082644627
90,1.5619834710743803,1.5411570247933883,1.5500826446280993,1.5917355371900825,1.5114049586776859,1.5664462809917354
91,1.6036363636363637,1.6066115702479338,1.5590082644628098,1.582809917355372,1.6036363636363635,1.573884297520661
92,1.5798347107438016,1.5441322314049586,1.5203305785123966,1.4816528925619836,1.5649586776859503,1.536694214876033
93,1.5292561983471076,1.5203305785123966,1.5679338842975206,1.4905785123966941,1.5664462809917354,1.560495867768595
94,1.5143801652892561,1.570909090909091,1.538181818181818,1.5590082644628098,1.6467768595041323,1.5158677685950412
95,1.5471074380165288,1.523305785123967,1.523305785123967,1.6006611570247933,1.5203305785123966,1.5783471074380164
96,1.538181818181818,1.5441322314049586,1.5203305785123966,1.5798347107438016,1.4980165289256198,1.4816528925619834
97,1.5679338842975206,1.5530578512396693,1.5471074380165288,1.6244628099173555,1.5560330578512396,1.630413223140496
98,1.538181818181818,1.4757024793388431,1.5530578512396693,1.5917355371900825,1.5114049586776859,1.4965289256198346
99,1.5441322314049586,1.5441322314049586,1.5590082644628098,1.6393388429752065,1.6482644628099175,1.5099173553719007
100,1.4697520661157024,1.5441322314049586,1.573884297520661,1.5292561983471076,1.6378512396694216,1.463801652892562
101,1.582809917355372,1.5441322314049586,1.5590082644628098,1.6482644628099172,1.5575206611570247,1.6036363636363635
102,1.6006611570247933,1.630413223140496,1.5411570247933883,1.535206611570248,1.5902479338842974,1.6066115702479338
103,1.6036363636363637,1.6155371900826447,1.5411570247933883,1.582809917355372,1.631900826446281,1.5530578512396693
104,1.5143801652892561,1.5649586776859503,1.5560330578512398,1.4697520661157024,1.5545454545454545,1.560495867768595
105,1.6036363636363637,1.538181818181818,1.5500826446280993,1.4995041322314049,1.526280991735537,1.524793388429752
106,1.585785123966942,1.5619834710743803,1.5411570247933883,1.4995041322314049,1.5411570247933883,1.538181818181818
107,1.5084297520661158,1.570909090909091,1.5203305785123966,1.5947107438016528,1.5337190082644627,1.5575206611570247
108,1.585785123966942,1.538181818181818,1.570909090909091,1.6750413223140495,1.5099173553719007,1.5024793388429751
109,1.5203305785123966,1.5500826446280993,1.5619834710743803,1.5203305785123966,1.6348760330578513,1.5352066115702478
110,1.6066115702479338,1.585785123966942,1.538181818181818,1.573884297520661,1.6155371900826447,1.5143801652892561
111,1.5114049586776859,1.5798347107438016,1.523305785123967,1.5084297520661158,1.4905785123966941,1.5813223140495867
112,1.573884297520661,1.5292561983471076,1.5590082644628098,1.5679338842975206,1.4801652892561983,1.5322314049586776
113,1.4965289256198349,1.5590082644628098,1.5322314049586776,1.4786776859504132,1.512892561983471,1.5456198347107437
114,1.5530578512396693,1.5024793388429754,1.5322314049586776,1.5173553719008264,1.536694214876033,1.5649586776859503
115,1.5649586776859503,1.5560330578512398,1.5441322314049586,1.5500826446280993,1.50099173553719,1.5441322314049586
116,1.5411570247933883,1.5322314049586776,1.5411570247933883,1.4846280991735537,1.524793388429752,1.5575206611570247
117,1.621487603305785,1.5084297520661158,1.5411570247933883,1.4757024793388431,1.5114049586776859,1.5590082644628098
118,1.5322314049586776,1.6155371900826447,1.5173553719008264,1.538181818181818,1.512892561983471,1.572396694214876
119,1.487603305785124,1.582809917355372,1.5471074380165288,1.44,1.5188429752066115,1.5798347107438016
120,1.582809917355372,1.523305785123967,1.5530578512396693,1.523305785123967,1.5084297520661156,1.5396694214876032
121,1.5887603305785125,1.5917355371900825,1.5649586776859503,1.5471074380165288,1.6051239669421487,1.4861157024793388
122,1.6036363636363637,1.5590082644628098,1.5560330578512398,1.5084297520661158,1.4980165289256198,1.5471074380165288
123,1.5917355371900825,1.5114049586776859,1.582809917355372,1.4548760330578514,1.5024793388429751,1.548595041322314
124,1.5649586776859503,1.538181818181818,1.5411570247933883,1.3983471074380165,1.5709090909090908,1.5322314049586776
125,1.5768595041322315,1.5590082644628098,1.5322314049586776,1.5471074380165288,1.5456198347107437,1.6051239669421487
126,1.5143801652892561,1.5500826446280993,1.5619834710743803,1.523305785123967,1.526280991735537,1.5828099173553718
127,1.523305785123967,1.5530578512396693,1.5500826446280993,1.4727272727272727,1.5664462809917354,1.5233057851239669
128,1.523305785123967,1.5471074380165288,1.526280991735537,1.5619834710743803,1.5872727272727272,1.5039669421487603
129,1.4757024793388431,1.5114049586776859,1.5560330578512398,1.5024793388429754,1.5024793388429751,1.4920661157024793
130,1.5203305785123966,1.5173553719008264,1.5560330578512398,1.5590082644628098,1.5084297520661156,1.536694214876033
131,1.5292561983471076,1.5143801652892561,1.538181818181818,1.5471074380165288,1.4742148760330578,1.512892561983471
132,1.4965289256198349,1.6036363636363637,1.523305785123967,1.3953719008264462,1.4995041322314049,1.5471074380165288
133,1.4935537190082644,1.6095867768595042,1.5322314049586776,1.5143801652892561,1.5649586776859503,1.5471074380165288
134,1.5322314049586776,1.5292561983471076,1.5471074380165288,1.4548760330578514,1.5203305785123966,1.512892561983471
135,1.5322314049586776,1.4935537190082644,1.5203305785123966,1.5143801652892561,1.6408264462809918,1.4861157024793388
136,1.6036363636363637,1.582809917355372,1.538181818181818,1.5560330578512398,1.560495867768595,1.5590082644628098
137,1.5560330578512398,1.5649586776859503,1.5679338842975206,1.5976859504132233,1.572396694214876,1.5396694214876032
138,1.6006611570247933,1.5114049586776859,1.5560330578512398,1.6542148760330577,1.584297520661157,1.5322314049586776
139,1.4965289256198349,1.5322314049586776,1.570909090909091,1.5649586776859503,1.5203305785123966,1.4980165289256198
140,1.5322314049586776,1.5590082644628098,1.5411570247933883,1.633388429752066,1.62,1.5099173553719007
141,1.5619834710743803,1.5590082644628098,1.5441322314049586,1.573884297520661,1.548595041322314,1.5084297520661156
142,1.4280991735537192,1.5322314049586776,1.5203305785123966,1.6155371900826447,1.4935537190082644,1.477190082644628
143,1.585785123966942,1.4786776859504132,1.5471074380165288,1.573884297520661,1.5322314049586776,1.550082644628099
144,1.5768595041322315,1.5530578512396693,1.5530578512396693,1.5947107438016528,1.4980165289256198,1.6051239669421487
145,1.5887603305785125,1.5619834710743803,1.5619834710743803,1.5322314049586776,1.5471074380165288,1.5560330578512396
146,1.5679338842975206,1.5560330578512398,1.538181818181818,1.570909090909091,1.5218181818181817,1.5218181818181817
147,1.5143801652892561,1.5292561983471076,1.5619834710743803,1.4310743801652892,1.5887603305785123,1.4861157024793388
148,1.5768595041322315,1.523305785123967,1.5173553719008264,1.538181818181818,1.526280991735537,1.5649586776859503
149,1.5411570247933883,1.535206611570248,1.5530578512396693,1.5887603305785125,1.477190082644628,1.584297520661157
150,1.5411570247933883,1.5768595041322315,1.5322314049586776,1.4846280991735537,1.4965289256198346,1.5768595041322313
151,1.573884297520661,1.6125619834710743,1.5322314049586776,1.4995041322314049,1.4950413223140495,1.56198347107438
152,1.535206611570248,1.5114049586776859,1.570909090909091,1.4370247933884297,1.50099173553719,1.4935537190082644
153,1.573884297520661,1.5173553719008264,1.5500826446280993,1.487603305785124,1.6363636363636365,1.6036363636363635
154,1.5679338842975206,1.5590082644628098,1.535206611570248,1.5471074380165288,1.4905785123966941,1.5545454545454545
155,1.5976859504132233,1.5500826446280993,1.5411570247933883,1.4965289256198349,1.475702479338843,1.5917355371900825
156,1.526280991735537,1.4995041322314049,1.538181818181818,1.5203305785123966,1.5158677685950412,1.536694214876033
157,1.5054545454545454,1.5679338842975206,1.5203305785123966,1.523305785123967,1.5634710743801652,1.6140495867768596
158,1.4965289256198349,1.582809917355372,1.5560330578512398,1.6006611570247933,1.5352066115702478,1.5545454545454545
159,1.585785123966942,1.5173553719008264,1.5530578512396693,1.4578512396694214,1.5188429752066115,1.56198347107438
160,1.5798347107438016,1.5679338842975206,1.538181818181818,1.6363636363636365,1.538181818181818,1.5292561983471074
161,1.5976859504132233,1.5471074380165288,1.5560330578512398,1.573884297520661,1.5902479338842974,1.512892561983471
162,1.535206611570248,1.5411570247933883,1.5649586776859503,1.538181818181818,1.5352066115702478,1.572396694214876
163,1.5322314049586776,1.526280991735537,1.582809917355372,1.5976859504132233,1.5664462809917354,1.4786776859504132
164,1.523305785123967,1.5500826446280993,1.5173553719008264,1.5292561983471076,1.5396694214876032,1.4474380165289256
165,1.6066115702479338,1.5471074380165288,1.5411570247933883,1.5590082644628098,1.5560330578512396,1.526280991735537
166,1.5768595041322315,1.538181818181818,1.5411570247933883,1.585785123966942,1.4905785123966941,1.56198347107438
167,1.526280991735537,1.5114049586776859,1.5322314049586776,1.4102479338842975,1.5411570247933883,1.5515702479338842
168,1.5322314049586776,1.526280991735537,1.5173553719008264,1.5024793388429754,1.5143801652892561,1.5590082644628098
169,1.535206611570248,1.5441322314049586,1.535206611570248,1.526280991735537,1.5768595041322313,1.5545454545454545
170,1.5530578512396693,1.5560330578512398,1.526280991735537,1.5530578512396693,1.5203305785123966,1.550082644628099
171,1.5590082644628098,1.5560330578512398,1.5441322314049586,1.582809917355372,1.5233057851239669,1.5114049586776859
172,1.5143801652892561,1.5054545454545454,1.5471074380165288,1.6006611570247933,1.5233057851239669,1.5277685950413222
173,1.5024793388429754,1.573884297520661,1.5500826446280993,1.5530578512396693,1.5411570247933883,1.4340495867768595
174,1.5024793388429754,1.5114049586776859,1.526280991735537,1.3745454545454547,1.5545454545454545,1.5664462809917354
175,1.5590082644628098,1.523305785123967,1.5590082644628098,1.538181818181818,1.465289256198347,1.477190082644628
176,1.4935537190082644,1.526280991735537,1.5411570247933883,1.6095867768595042,1.548595041322314,1.5114049586776859
177,1.5887603305785125,1.5649586776859503,1.5292561983471076,1.448925619834711,1.560495867768595,1.5084297520661156
178,1.5292561983471076,1.5798347107438016,1.5471074380165288,1.5024793388429754,1.5426446280991735,1.5084297520661156
179,1.573884297520661,1.585785123966942,1.5560330578512398,1.6244628099173555,1.5024793388429751,1.550082644628099
180,1.573884297520661,1.5500826446280993,1.5530578512396693,1.5441322314049586,1.572396694214876,1.5307438016528925
181,1.5322314049586776,1.570909090909091,1.5322314049586776,1.6006611570247933,1.5114049586776859,1.5947107438016528
182,1.5024793388429754,1.5798347107438016,1.5471074380165288,1.526280991735537,1.5024793388429751,1.5307438016528925
183,1.5500826446280993,1.5947107438016528,1.526280991735537,1.526280991735537,1.536694214876033,1.5441322314049586
184,1.5649586776859503,1.5649586776859503,1.5322314049586776,1.5322314049586776,1.5828099173553718,1.5575206611570247
185,1.5590082644628098,1.6036363636363637,1.5560330578512398,1.5500826446280993,1.548595041322314,1.6066115702479338
186,1.6363636363636365,1.5500826446280993,1.5441322314049586,1.5054545454545454,1.5634710743801652,1.536694214876033
187,1.642314049586777,1.523305785123967,1.5619834710743803,1.416198347107438,1.6289256198347108,1.5084297520661156
188,1.5411570247933883,1.570909090909091,1.5411570247933883,1.5768595041322315,1.572396694214876,1.56198347107438
189,1.5292561983471076,1.5054545454545454,1.5441322314049586,1.5590082644628098,1.5902479338842974,1.5352066115702478
190,1.5084297520661158,1.523305785123967,1.5590082644628098,1.5500826446280993,1.6021487603305784,1.5932231404958677
191,1.5917355371900825,1.6036363636363637,1.5679338842975206,1.535206611570248,1.5664462809917354,1.4727272727272727
192,1.5619834710743803,1.5679338842975206,1.5679338842975206,1.4965289256198349,1.5664462809917354,1.5813223140495867
193,1.5649586776859503,1.526280991735537,1.5500826446280993,1.5024793388429754,1.5218181818181817,1.572396694214876
194,1.4786776859504132,1.4786776859504132,1.5560330578512398,1.6095867768595042,1.5114049586776859,1.5932231404958677
195,1.538181818181818,1.5411570247933883,1.5649586776859503,1.5768595041322315,1.597685950413223,1.5158677685950412
196,1.538181818181818,1.523305785123967,1.5530578512396693,1.523305785123967,1.5887603305785123,1.5694214876033057
197,1.5500826446280993,1.5411570247933883,1.535206611570248,1.5530578512396693,1.536694214876033,1.560495867768595
198,1.570909090909091,1.570909090909091,1.5560330578512398,1.4935537190082644,1.5545454545454545,1.5322314049586776
199,1.5143801652892561,1.582809917355372,1.5441322314049586,1.642314049586777,1.5813223140495867,1.560495867768595
200,1.5560330578512398,1.5590082644628098,1.5590082644628098,1.4459504132231404,1.5872727272727272,1.5753719008264462
201,1.5768595041322315,1.5768595041322315,1.5471074380165288,1.6036363636363637,1.5054545454545454,1.5337190082644627
202,1.5203305785123966,1.5411570247933883,1.5768595041322315,1.5441322314049586,1.5218181818181817,1.4995041322314049
203,1.5619834710743803,1.5649586776859503,1.5500826446280993,1.4251239669421487,1.5396694214876032,1.5396694214876032
204,1.5619834710743803,1.5560330578512398,1.5649586776859503,1.4310743801652892,1.5709090909090908,1.5575206611570247
205,1.630413223140496,1.5441322314049586,1.535206611570248,1.5917355371900825,1.5902479338842974,1.5649586776859503
206,1.4697520661157024,1.5143801652892561,1.5560330578512398,1.5649586776859503,1.4786776859504132,1.4593388429752066
207,1.487603305785124,1.585785123966942,1.5441322314049586,1.5947107438016528,1.5426446280991735,1.4786776859504132
208,1.6512396694214877,1.573884297520661,1.538181818181818,1.6125619834710743,1.5173553719008264,1.538181818181818
209,1.538181818181818,1.6036363636363637,1.5619834710743803,1.5292561983471076,1.50099173553719,1.5143801652892561
210,1.5500826446280993,1.5143801652892561,1.5560330578512398,1.585785123966942,1.5054545454545454,1.4995041322314049
211,1.5203305785123966,1.5471074380165288,1.5173553719008264,1.4935537190082644,1.5798347107438016,1.5515702479338842
212,1.538181818181818,1.538181818181818,1.538181818181818,1.5679338842975206,1.4920661157024793,1.50099173553719
213,1.4757024793388431,1.5173553719008264,1.5322314049586776,1.6125619834710743,1.6066115702479338,1.5887603305785123
214,1.582809917355372,1.5471074380165288,1.5649586776859503,1.463801652892562,1.550082644628099,1.5902479338842974
215,1.6363636363636365,1.582809917355372,1.5411570247933883,1.5649586776859503,1.5337190082644627,1.538181818181818
216,1.5411570247933883,1.5173553719008264,1.5441322314049586,1.6244628099173555,1.5426446280991735,1.538181818181818
217,1.5649586776859503,1.5441322314049586,1.5322314049586776,1.4548760330578514,1.5545454545454545,1.5828099173553718
218,1.5976859504132233,1.5649586776859503,1.535206611570248,1.5024793388429754,1.5188429752066115,1.5872727272727272
219,1.6125619834710743,1.570909090909091,1.5649586776859503,1.6095867768595042,1.4846280991735537,1.4667768595041322
220,1.5590082644628098,1.6274380165289255,1.5411570247933883,1.6185123966942148,1.5902479338842974,1.5188429752066115
221,1.585785123966942,1.5679338842975206,1.526280991735537,1.5679338842975206,1.5173553719008264,1.5203305785123966
222,1.538181818181818,1.5173553719008264,1.5590082644628098,1.4578512396694214,1.5471074380165288,1.5441322314049586
223,1.582809917355372,1.5530578512396693,1.573884297520661,1.5649586776859503,1.5902479338842974,1.5426446280991735
224,1.5441322314049586,1.5203305785123966,1.5441322314049586,1.5560330578512398,1.5471074380165288,1.453388429752066
225,1.5441322314049586,1.5500826446280993,1.5173553719008264,1.4757024793388431,1.5188429752066115,1.5664462809917354
226,1.5441322314049586,1.5471074380165288,1.535206611570248,1.5292561983471076,1.5991735537190082,1.5426446280991735
227,1.4995041322314049,1.535206611570248,1.5292561983471076,1.526280991735537,1.5783471074380164,1.538181818181818
228,1.4816528925619836,1.570909090909091,1.5500826446280993,1.5590082644628098,1.5054545454545454,1.5664462809917354
229,1.5768595041322315,1.630413223140496,1.5590082644628098,1.4846280991735537,1.596198347107438,1.4950413223140495
230,1.4905785123966941,1.5024793388429754,1.5530578512396693,1.5054545454545454,1.5694214876033057,1.5307438016528925
231,1.5590082644628098,1.5411570247933883,1.5798347107438016,1.6512396694214877,1.5307438016528925,1.4995041322314049
232,1.573884297520661,1.5292561983471076,1.5649586776859503,1.5471074380165288,1.572396694214876,1.5426446280991735
233,1.5530578512396693,1.5471074380165288,1.535206611570248,1.4697520661157024,1.56198347107438,1.526280991735537
234,1.5560330578512398,1.4816528925619836,1.538181818181818,1.5441322314049586,1.4950413223140495,1.548595041322314
235,1.523305785123967,1.538181818181818,1.5560330578512398,1.5143801652892561,1.6021487603305784,1.5188429752066115
236,1.5173553719008264,1.5500826446280993,1.5619834710743803,1.6066115702479338,1.5218181818181817,1.5441322314049586
237,1.5411570247933883,1.5203305785123966,1.5560330578512398,1.5054545454545454,1.4801652892561983,1.5188429752066115
238,1.538181818181818,1.5649586776859503,1.5590082644628098,1.5590082644628098,1.5352066115702478,1.6051239669421487
239,1.5471074380165288,1.5084297520661158,1.5441322314049586,1.4816528925619836,1.5590082644628098,1.631900826446281
240,1.570909090909091,1.6125619834710743,1.5322314049586776,1.4935537190082644,1.536694214876033,1.560495867768595
241,1.5947107438016528,1.5798347107438016,1.5411570247933883,1.6185123966942148,1.6214876033057852,1.5530578512396693
242,1.5441322314049586,1.5292561983471076,1.5500826446280993,1.6155371900826447,1.5188429752066115,1.5143801652892561
243,1.5530578512396693,1.5649586776859503,1.5322314049586776,1.5590082644628098,1.5679338842975206,1.5307438016528925
244,1.4905785123966941,1.5441322314049586,1.5143801652892561,1.573884297520661,1.5753719008264462,1.512892561983471
245,1.6363636363636365,1.5679338842975206,1.538181818181818,1.535206611570248,1.572396694214876,1.465289256198347
246,1.4757024793388431,1.4995041322314049,1.5619834710743803,1.6363636363636365,1.4935537190082644,1.5932231404958677
247,1.5590082644628098,1.5471074380165288,1.5560330578512398,1.6006611570247933,1.5337190082644627,1.573884297520661
248,1.5203305785123966,1.5292561983471076,1.5084297520661158,1.5679338842975206,1.4995041322314049,1.4905785123966941
249,1.4578512396694214,1.526280991735537,1.5500826446280993,1.463801652892562,1.5456198347107437,1.5233057851239669
250,1.5441322314049586,1.570909090909091,1.538181818181818,1.642314049586777,1.572396694214876,1.4995041322314049
251,1.5024793388429754,1.526280991735537,1.538181818181818,1.538181818181818,1.5560330578512396,1.6006611570247933
252,1.538181818181818,1.5173553719008264,1.538181818181818,1.5530578512396693,1.548595041322314,1.5664462809917354
253,1.6274380165289255,1.4667768595041322,1.5798347107438016,1.526280991735537,1.5575206611570247,1.5798347107438016
254,1.526280991735537,1.5679338842975206,1.5471074380165288,1.5649586776859503,1.5560330578512396,1.584297520661157
